rank,school_key,school_name,sido,sgg,school_level,student_count_2025,pred_student_count_2030,delta_2025_2030,pct_change_2025_2030,isolation_score,nearest_same_level_school_km,same_level_school_count_5km,priority_score_2030,latitude,longitude,coordinate_valid,priority_reason
65,광주|광산구|초등학교|신창초등학교|본교,신창초등학교,광주,광산구,초등학교,999.0,721.5563348765705,-277.44366512342947,-0.2777213865099394,0.0100696684663048,0.543762097180463,53.0,52.48837801595748,35.1980742,126.8407166,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
66,경기|수원시|초등학교|대선초등학교|본교,대선초등학교,경기,수원시,초등학교,1124.0,846.6969137283568,-277.3030862716432,-0.24671093084665768,0.0070998065188125,0.5395852954297563,75.0,48.370810281616045,37.241645,127.0645,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
67,광주|광산구|초등학교|고실초등학교|본교,고실초등학교,광주,광산구,초등학교,873.0,595.9431003935811,-277.05689960641894,-0.3173618552192657,0.0057635353700886,0.2074872733231899,35.0,53.54263243905125,35.198325,126.816447,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
68,인천|부평구|초등학교|인천부곡초등학교|본교,인천부곡초등학교,인천,부평구,초등학교,912.0,636.838229472887,-275.16177052711305,-0.301712467683238,0.0031637063573365,0.3068795166616478,96.0,48.734539077878104,37.503136,126.706809,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
69,인천|남동구|초등학교|인천정각초등학교|본교,인천정각초등학교,인천,남동구,초등학교,950.0,674.9072508023328,-275.0927491976672,-0.28957131494491284,0.0056003365448377,0.3864232215938036,68.0,49.7831158414762,37.45573,126.715788,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
70,제주|서귀포시|초등학교|동홍초등학교|본교,동홍초등학교,제주,서귀포시,초등학교,1027.0,753.0214525253283,-273.9785474746717,-0.2667756061097095,0.1127713637881852,1.0149422740936676,8.0,65.97762514584446,33.260317,126.5703,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
71,경기|성남시|초등학교|늘푸른초등학교|본교,늘푸른초등학교,경기,성남시,초등학교,1223.0,949.6929678458592,-273.30703215414076,-0.22347263463134975,0.0153306643481524,0.8891785321928414,57.0,51.817763272850264,37.3581154,127.1051,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
72,서울|용산구|초등학교|서울신용산초등학교|본교,서울신용산초등학교,서울,용산구,초등학교,1304.0,1031.2968862612593,-272.70311373874074,-0.20912815470762328,0.0133317148860436,1.0398737611114073,77.0,50.00206262763249,37.5206293227,126.9753668258,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
73,충남|아산시|초등학교|모산초등학교|본교,모산초등학교,충남,아산시,초등학교,851.0,578.577780816588,-272.42221918341204,-0.3201201165492503,0.0203820520519415,0.4687871971946558,22.0,61.28010718434266,36.7697417,127.051875,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
74,서울|중랑구|초등학교|서울원묵초등학교|본교,서울원묵초등학교,서울,중랑구,초등학교,912.0,640.3355389341758,-271.6644610658242,-0.2978776985370879,0.0044697813329538,0.4112198826317524,91.0,49.05648395888922,37.6177489018,127.086812905,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
75,경기|화성시|초등학교|청목초등학교|본교,청목초등학교,경기,화성시,초등학교,1041.0,769.9956916621742,-271.0043083378258,-0.2603307476828298,0.0043359311874347,0.1430857291853467,32.0,49.66104835859974,37.195949,127.117849,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
76,경북|영천시|초등학교|포은초등학교|본교,포은초등학교,경북,영천시,초등학교,1048.0,777.2045838247758,-270.7954161752242,-0.25839257268628263,0.1488565264797231,0.8931391588783387,5.0,66.89606369074204,35.9803374,128.9503508,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
77,경기|고양시|초등학교|고양화정초등학교|본교,고양화정초등학교,경기,고양시,초등학교,955.0,684.215571476676,-270.784428523324,-0.2835439042129047,0.0213272884397658,0.7891096722713365,36.0,57.8038119320659,37.6339669,126.8261594,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
78,대전|대덕구|초등학교|대전새여울초등학교|본교,대전새여울초등학교,대전,대덕구,초등학교,989.0,718.3812863405592,-270.6187136594408,-0.2736286285737521,0.0199451664104312,0.299177496156469,14.0,59.1723733048627,36.4517166,127.4230166,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
79,대구|북구|초등학교|대구관문초등학교|본교,대구관문초등학교,대구,북구,초등학교,802.0,531.8749426088233,-270.1250573911767,-0.3368142860239111,0.0160595052459531,0.6905587255759849,42.0,59.24853509466729,35.9086997517,128.5461541014,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
80,경기|광명시|초등학교|안현초등학교|본교,안현초등학교,경기,광명시,초등학교,964.0,695.3970342492612,-268.6029657507388,-0.27863378189910665,0.0039624744860983,0.3526602292627546,88.0,47.77035356692692,37.470996,126.8673292,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
81,울산|북구|초등학교|매곡초등학교|본교,매곡초등학교,울산,북구,초등학교,898.0,629.5190464249232,-268.4809535750768,-0.2989765630011991,0.0235776564739442,0.3772425035831079,15.0,61.346490309983196,35.6443779,129.3506843,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
